Date,Tweet_ID,Username,Raw Text,Likes,Retweets,is_fire,is_forest,is_urban
Mon Aug 12 21:02:48 +0000 2024,1823102863788417205,Η δασκάλα του πιάνου,@propovtiv Αν και θα ήταν πιο ταιριαστό να αναφερθούν στην πυρκαγιά της Ρώμης του 64 μΧ επί Νέρωνα.,3,0,,,
Mon Aug 12 21:02:44 +0000 2024,1823102844414677094,Radio Roumeli News Ράδιο Ρούμελη News,Γλυφάδα: Συνελήφθησαν οι νεαροί που έβαλαν τη φωτιά στην Τερψιθέα https://t.co/9iMVw7VesD,1,0,,,
Mon Aug 12 21:02:43 +0000 2024,1823102842384654786,Η δασκάλα του πιάνου,Αν και θα ήταν πιο ταιριαστό να αναφερθούν στην πυρκαγιά της Ρώμης του 64 μΧ επί Νέρωνα.,12,1,,,
Mon Aug 12 21:02:43 +0000 2024,1823102841868718575,·JG·,"Άνθρωποι αγωνιούν, προσπαθούν να σώσουν το σπίτι τους, άλλοι το βλέπουν ήδη να καίγεται και το κάθε κομματόσκυλο από το μικρόκοσμό του συνεχίζει να τουητάρει άνετα , μην του θίξουν τον «ηγέτη» 🤢🤮  #φωτια_πεντελη #φωτιες #φωτιατωρα https://t.co/Ecyx4jgjlS",7,0,,,
Mon Aug 12 21:02:32 +0000 2024,1823102794846638251,Πάνος Συνοδινός,"@RedAvenue7 Αν καίγεται το σπίτι σου και αντί να το σώσεις, νιώθεις οτι πρεπει να βρίσεις εναν πολιτικό, κατι παει στραβά.",0,0,,,
Mon Aug 12 21:02:28 +0000 2024,1823102778027409858,GreeceDefence,@AndreQuarantino Σε κάποιες φωτιές είδαμε να λειτουργεί και να προλαβαίνουν εστίες νωρίς τον τελευταίο μήνα. Υποθέτω ότι εκεί που ξεκίνησε αυτή η φωτιά δεν υπήρχε κάλυψη που αν ισχύει είναι μεγάλο σφάλμα.,0,0,,,
Mon Aug 12 21:02:09 +0000 2024,1823102698595418448,Sp23,"Όσο για αυτούς που βάζουν τη #φωτιά, δεν τρέφω ψευδαισθησεις, ξέρω πως δεν θα βρεθούν, απλά εύχομαι να μην είναι 🇬🇷. Δεν θέλω να πιστέψω πως υπάρχει άνθρωπος που θα έκανε τέτοιο κακό στον τόπο του.",1,0,,,
Mon Aug 12 21:02:05 +0000 2024,1823102680572768423,♓3R37IÇΔ•FILØSØFÍΔ,"Σιγά τις τοποθεσίες...  Όταν περσι ΠΝΙΓΗΚΑΝ τα 65 απ'τα 70 ελικόπτερα στο Στεφανοβίκειο  ??  Όταν κάηκε το μεγαλύτερο δάσος της Ευρώπης  (Δαδιά Έβρου)  Όταν καίγεται για 3η συνεχόμενη χρονιά η Εύβοια  ?  Όταν κάηκε όλη η Ρόδος  ?  Όταν οι USA έχουν AWACS, ECHELON, HAARP  ?",2,0,,,
Mon Aug 12 21:02:03 +0000 2024,1823102673064997079,NewsOk,Δύο Συλλήψεις για την #Πυρκαγιά στη #Γλυφάδα https://t.co/xGIoM38Heb,1,0,,,
Mon Aug 12 21:01:59 +0000 2024,1823102657029984482,LEON_ALBA,Το κράτος ΔΕΝ χρειάζεται να κάνει έξοδα για Beriev! Μόνο για Rafalle του Μακρόν &amp; F-35 του Μπάιντεν! Δείτε πως έσβησε η πυρκαγιά στον Βαρνάβα το 2021! https://t.co/yHYNEmuPpv,0,2,,,
Mon Aug 12 21:01:55 +0000 2024,1823102638906577213,ΙΦΙΓΈΝΕΙΑ,"...ΜΜΕ, το ερώτημα παραμένει:  γιατί η Ελλάδα απέρριψε την βοήθεια της Κυπριακής κυβέρνησης και της Πυροσβεστικης Υπηρεσίας όταν η φωτιά καταλάβει ακόμα τις περιουσίες και τον κόπο τόσων ανθρωπων;",0,0,,,
Mon Aug 12 21:01:53 +0000 2024,1823102630291513555,LEON_ALBA,"@Tetsui_Ja Εάν ήταν Πυροσβέστες, υπάλληλοι του κράτους, είναι αδύνατον! Όταν επιχειρούν εθελοντές, όλα είναι δυνατά! Το κράτος ΔΕΝ χρειάζεται να κάνει έξοδα για Beriev! Μόνο για Rafalle του Μακρόν &amp; F-35 του Μπάιντεν! Δείτε πως έσβησε η πυρκαγιά στον Βαρνάβα το 2021! https://t.co/yHYNEmvnf3",2,0,,,
Mon Aug 12 21:01:52 +0000 2024,1823102628483522775,Panagiotis Myrotis,750 περιπου πυροσβέστες επιχειρήσουν και δεν επαρκούν στη #πυρκαγια φαίνεται ότι η πρόληψη έπρεπε να είχε γίνει με κρατικά μέσα ανοίγοντας ταυτόχρονα θέσεις εργασίας. Ένα μεγάλο ευχαριστώ και κουράγιο στη Πυροσβεστική υπηρεσία. Ενα σχέδιο άμεσης αποζημίωση για τους παθόντες...,1,0,,,
Mon Aug 12 21:01:38 +0000 2024,1823102569121489120,dranis,@Marka2free Ετσι και εντοπισουν τη φωτιά με τα υπερσύγχρονα drones. Μπορεί να  καίει ανεξέλεγκτα πάνω από μήνα ( Σέρρες ).,5,1,,,
Mon Aug 12 21:01:32 +0000 2024,1823102543473549442,Πάνος Συνοδινός,"@tvtkou Εγω αν καίγεται το σπίτι μου, θα κοιτάξω να το σώσω, οχι να βρίσω τον Μητσοτάκη ή τον Τσίπρα. Μετα βλεπουμε.",0,0,,,
Mon Aug 12 21:01:26 +0000 2024,1823102518743998746,Dimitres,@thesstoday1 @ThessToday Πτνες που βάζετε φωτιά θα σας βρούμε και θα σας κάνουμε αντικριστο.,0,0,,,
Mon Aug 12 21:01:23 +0000 2024,1823102504554381396,CycladesLive.gr,Check out this article: Κάηκε το σπίτι του 65χρονου που καταδικάστηκε για την πυρκαγιά στο Μάτι - https://t.co/k5QTRLCbRA #φωτια_πεντελη #Φωτια_τωρα #Φωτια_τωρα,0,0,,,
Mon Aug 12 21:01:22 +0000 2024,1823102503053107424,ccff26,@poetryf Εγώ προσπαθώ να καταλάβω γιατί φταίει ο Μητσοτάκης για το ότι κάποιος έβαλε φωτιά,0,0,,,
Mon Aug 12 21:01:14 +0000 2024,1823102468219150608,Athens Voice,Φωτιά στην Αττική: Νέο 112 - Εκκενώνεται ο Βρανάς Μαραθώνα   #φωτια #Αττικη  https://t.co/2w5XmHQvKk,2,0,,,
Mon Aug 12 21:01:12 +0000 2024,1823102457141944764,Despina 🍉,"@ms_dark_phoenix Στέλνει ο πρεσβευτής του Ισραήλ τη θετική του σκέψη, που είναι γνωστό ότι σβήνει τη φωτιά",8,0,,,
Mon Aug 12 21:00:58 +0000 2024,1823102399256355221,αfro ksil,Οριοθετήθηκε η φωτιά στην Άνω Γλυφάδα – Συνελήφθησαν δύο νεαροί για εμπρησμό https://t.co/587InFGfkZ,2,0,,,
Mon Aug 12 21:00:55 +0000 2024,1823102387600462193,GR TIMES,Δύο #συλλήψεις για την πυρκαγιά στην Τερψιθέα Άνω Γλυφάδας https://t.co/yur9NFOu6O,0,0,,,
Mon Aug 12 21:00:45 +0000 2024,1823102344483000443,Ναβάγιος,"Στη Ναβάγιος ΑΕ, όσο εσείς αράζετε στον καναπέ σας παρέα με τη #φωτιά και με τα ποπκόρν σας, εμείς καταμετρούμε μέρα νύχτα!!! Σκεφτείτε, ότι στο τέλος της καταμέτρησης, θα βρεθούν τα καμμένα στρέμματα μισά και τα χτισμένα διπλάσια!! Όπως οι ψήφοι των αποδήμων ένα πράμα!! #Πεντελη https://t.co/i8yk2vgNRP",0,0,,,
Mon Aug 12 21:00:44 +0000 2024,1823102341588869186,Πάνος Συνοδινός,@TzelaDelt Το ίδιο πράγμα ειναι. Εκτος αν η κυρία στο βιντεο δεν ειναι σε κατάσταση που καίγεται το σπίτι της…,0,0,,,
Mon Aug 12 21:00:38 +0000 2024,1823102316888596953,αποτραλαλο ❤👩‍👧‍👧👶💪,Δηλαδή τι περιμένατε ακριβώς από αυτούς που το 2007 έριξαν τη φωτιά και τη δολοφονία τόσων ανθρώπων στην Ηλεία στο στρατηγό άνεμο?,11,2,,,
Mon Aug 12 21:00:29 +0000 2024,1823102279626772852,mpampis,"Δεν είναι η ώρα να μιλήσουμε για ελλείψεις, λέει η αντιπολίτευση…  Καίγεται κάθε καλοκαίρι η μισή Ελλάδα και αυτοί το αντιμετωπίζουν ως πρωτόγνωρο κ πρωτοφανές περιστατικό, που θέλει, λέει, ψύχραιμη ανάλυση.  Να βρουμε τι φταίει, λες και 4 χρόνια δεν είχαμε άλλες ευκαιρίες",11,2,,,
Mon Aug 12 21:00:28 +0000 2024,1823102276229062836,ChameleonGR🇬🇷🇨🇾,Εκεί είναι που έχει πυρκαγιά; https://t.co/9G1bZqr5aA,4,0,,,
Mon Aug 12 21:00:11 +0000 2024,1823102201570775378,⌖ Kostaki ꡙ,"@EvgeniosTzav Σίγουρα αν ήταν στην εξουσία δεν θα βλέπαμε αυτά τα αίσχη, να καίγεται η πατρίδα μας από την μια μεριά στην άλλη.",1,0,,,
Mon Aug 12 21:00:06 +0000 2024,1823102183648501777,kallas,@mdenaxa Όταν καίγεται το σπιτι σου είναι δικαιολογημένη η αγανάκτηση και ο θυμός . Δηλαδή αν ήταν ο ΣΥΡΙΖΑ στην κυβέρνηση οι καμένοι θα ήταν χαρούμενοι ή δεν θα είχαμε φωτιές ; Τέτοιες στιγμές δεν ειναι χρήσιμο να κάνουμε πολιτικά σχόλια …,0,0,,,
Mon Aug 12 21:00:03 +0000 2024,1823102169295311139,ASTRATV,Φωτιά στην Αττική: «Όλοι είμαστε στεναχωρημένοι» δήλωσαν για τις καταστροφικές πυρκαγιές Τεντόγλου-Καραλής https://t.co/iHPDE7BqVq,0,0,,,
Mon Aug 12 21:00:00 +0000 2024,1823102157807120673,ELgr,"«Η πυρκαγιά πέρασε στον αστικό ιστό» βόρεια της Αθήνας: Καίγονται σπίτια και επιχειρήσεις, vid https://t.co/onqeDoc7Ot",5,1,,,
Mon Aug 12 20:59:45 +0000 2024,1823102095462965402,Στεργιος Αλεξιου,@ifititria Και η φωτιά είναι σχετικά κοντά από εκεί που μένω αν κατέβει και αλλο,1,0,,,
Mon Aug 12 20:59:35 +0000 2024,1823102050630316193,Dnews,"Χαρίτσης για φωτιά στην Αττική: Βιβλική καταστροφή - Σοκαριστική, αδιανόητη και εξοργιστική #ΑΛΕΞΗΣ_ΧΑΡΙΤΣΗΣ #ΦΩΤΙΑ_ΤΩΡΑ https://t.co/ciwLqcJBNq",2,0,,,
Mon Aug 12 20:59:07 +0000 2024,1823101933629911251,thesstoday,Συναγερμός στη Θεσσαλονίκη: Φωτιά στο στρατόπεδο Καρατάσιου (ΦΩΤΟ-VIDEO) https://t.co/8s0gozHUhU μέσω @Thesstoday,3,0,,,
Mon Aug 12 20:59:05 +0000 2024,1823101926101168442,Sp23,"Θλίψη και πόνος για την φύση και τα στρέμματα δάσους που έγιναν στάχτη, αλλά δεν χάθηκε ούτε μια ανθρώπινη ζωή και αυτό είναι πολύ μεγάλη-και δυστυχώς καθόλου δεδομένη-υπόθεση. #φωτιά",4,0,,,
Mon Aug 12 20:59:01 +0000 2024,1823101908418007257,omerta,"- Καίγεται η Αττική - Που ακριβώς; - Ε, γενικά  #φωτιες",1,0,,,
Mon Aug 12 20:58:56 +0000 2024,1823101887337366007,Jimmy Theof,"@Gardasikritiko Ας πούμε ότι την σαμποτάρουν όπως λες.. Αυτή η κυβέρνηση γτ εδώ κ 4 χρόνια δεν έχει ενισχύσει την πυροσβεστική (οχήματα, εξοπλισμό, ανθρώπινο προσωπικό).. Γτ δεν έχει φτιάξει κάποια άμυνα απέναντι σε αυτούς τους σαμποτέρ;",1,0,,,
Mon Aug 12 20:58:52 +0000 2024,1823101870321123610,Λαθρέμπορος ξυλολίου 🇬🇷🇮🇱🇺🇦,"@KatherineKont @venetia_Ap Πείτε καμία μπούρδα, βάλτε καμία φωτιά, μπας και πάρετε κανένα like 😂🤣🤣 μέχρι εκεί είστε ικανοί",0,0,,,
Mon Aug 12 20:58:48 +0000 2024,1823101855422926876,neakriti.gr,Στο πρωτοσέλιδο της @FinancialTimes Ο Παρθενώνας με φόντο την #πύρινη #κόλαση στην οποία έχει παραδοθεί η #Αττικη   #φωτια_πεντελη #Βαρναβας #Πυρκαγιά  #Πυρινη_κολαση  https://t.co/goAeHZ3aCH,0,0,,,
Mon Aug 12 20:58:45 +0000 2024,1823101840730316869,Aggelos Chorianopoulos 𝕏,🚨Έκτακτο SPACE με δίκη σας συμμετοχή. Καίγεται η Αθήνα - Φωτιά σε Πεντέλη Βριλήσσια και Γλυφαδα,13,4,,,
Mon Aug 12 20:58:43 +0000 2024,1823101832899747977,red_white_stripes,γιατί είναι φαντάροι όχι πυροσβέστες. Να στείλει ο Μητσοτάκης τους μπάτσους που προσέλαβε να σβήσουν τη φωτιά με τα γκλοπ,5,2,,,
Mon Aug 12 20:58:42 +0000 2024,1823101829028192583,mari_nada,Τώρα που η φωτιά έφτασε στον αστικό ιστό και θα μπορούσαν να βγουν στα μπαλκόνια των πολυκατοικιών με λάστιχα και να τη σβήσουν αυτοί έχουν πάει διακοπές. Και μετά τους φταίει το κράτος,1,0,,,
Mon Aug 12 20:58:00 +0000 2024,1823101655291986244,Kosmos,"@moukakos Ώπα, μάστορα!!! αυτό που κάνεις είναι διασπορά ψευδούς είδησης και στοχοποιείς άτομο. Υπάρχει πληροφορία πώς έβαλε φωτιά? Του χρόνου θα σε ρωτάω αν η φωτο είναι deep fake...",2,0,,,
Mon Aug 12 20:57:56 +0000 2024,1823101636463518127,lily infidel 🍉,Το μόνο σίγουρο είναι αυτό -- δεν τους ενδιαφέρει ούτε η πυροπροστασία ούτε να σβήσουν καμιά φωτιά. Το γιατί θα το δούμε μετά. Ενα νέο κεφάλαιο του shock doctrine. #ΝΔ_εγκληματικη_εργανωση #ΝΔ_ΣΥΜΜΟΡΙΑ,0,0,,,
Mon Aug 12 20:57:45 +0000 2024,1823101591488274628,alex,Φωτιά στο στρατοπέδου Καρατασου στη Θεσσαλονίκη; Είναι μέσα στον αστικό ιστό.,11,8,,,
Mon Aug 12 20:57:40 +0000 2024,1823101571594608797,Αναλίνα Λάμπρου🦁(𝒜𝓃𝒶𝓁í𝓃𝒶),Καίγεται το σπίτι του(έτσι γράφει)και παρόλα αυτά γράφει υβριστικά σχόλια με γενικολογίες!!           Φτάνει!!!,0,0,,,
Mon Aug 12 20:57:40 +0000 2024,1823101571170795944,LizaKom 🇬🇷,"@AdonisGeorgiadi Ντροπή σου, επαινείς την εκκένωση του νοσοκομείου και δεν βλέπεις την ανικανότητά σας στην πρόληψη των πυρκαγιων και την προφύλαξη των πολιτών;;;;",0,0,,,
Mon Aug 12 20:57:29 +0000 2024,1823101522529452344,gossip-tv.gr,Φωτιά Αττική: Παρ' όλο που βρίσκεται σε διακοπές η Σταματίνα Τσιμτσιλή παραδέχεται ότι από χθες (11/8) το μυαλό και η ψυχή της βρίσκεται στην Αττική  https://t.co/cRC87vwXqR,0,0,,,
Mon Aug 12 20:57:28 +0000 2024,1823101517592944990,Πέτρος Ούτσης,"👆👆στο σωστό νήμα ""τα άτομα που συνελήφθησαν για την φωτιά στην Τερψιθέα είναι γνωστά στις αρχές"" Στην φωτιά βρέθηκαν σημαντικές δυνάμεις οι οποίες έφυγαν από άλλα μετωπα",22,4,,,
Mon Aug 12 20:57:21 +0000 2024,1823101492150104229,ΑΘΛΟΣ | athlosnews.gr,"Φωτιά στην Αττική: Εξασθενημένοι οι άνεμοι τη νύχτα, μάχη με επίγειες δυνάμεις https://t.co/G0O4u78ooi",0,0,,,
Mon Aug 12 20:56:50 +0000 2024,1823101361439068246,Sp23,"Επειδή κανείς άλλο δεν βλέπω να το λέει, ατέλειωτη ευγνωμοσύνη σε όλους όσους από χθες προστάτεψαν ΚΑΘΕ ανθρώπινη ζωή σε 100.000 στρέμματα γης απ όπου πέρασε αυτή η απερίγραπτη #φωτιά",2,0,,,
Mon Aug 12 20:56:49 +0000 2024,1823101357810766136,✩ ʀᴀꜰ 🪐 LOUIS ✩,@fraoula2141 Έχει φωτιά στο στρατόπεδο καρατασου 😞,1,1,,,
Mon Aug 12 20:56:41 +0000 2024,1823101320707912140,agries paparantzes,Ρε παιδιά ας μας ενημερώσει κάποιος για Βριλήσσια μόνο στη μάντρα με τα ξύλα είναι η φωτιά τι συμβαίνει #φωτια,1,0,,,
Mon Aug 12 20:56:36 +0000 2024,1823101299891585065,Ele,"@fraoula2141 διάβασα κάτι πριν 10' για φωτιά στη θεσσαλονίκη, δυστυχώς δεν συγκράτησα που",1,0,,,
Mon Aug 12 20:56:15 +0000 2024,1823101214298353855,GR TIMES,#Θεσσαλονίκη: #Φωτιά στο Στρατόπεδο Καρατάσιου-Επί τόπου η Πυροσβεστική https://t.co/KR4cc71ZSR,1,0,,,
Mon Aug 12 20:56:03 +0000 2024,1823101162243178873,John Ramon,"@VasilisTsiartas Αυτό παρακολουθείτε εσείς τώρα που καίγεται η χώρα? Εκτός αν σκέφτεστε και γράφετε  με την ίδια ταχύτητα που διατρέχατε το γήπεδο. Ίσως η σκέψη και η γραφή δεν είναι τόσο απλή για εσάς όπως ""σαν να βάζατε ένα ποτήρι νερό"".",0,0,,,
Mon Aug 12 20:56:02 +0000 2024,1823101157759189279,MariaB,"#Αττική  Έχουν καεί ήδη πάνω από 100.000 στρέμματα.  Στερεύει το οξυγόνο, ο αυτοσεβασμός μας και η αξιοπρέπειά μας. #φωτιά #Πεντελη Η ζωή μας ζητάει να αναλάβουμε τις ευθύνες μας και να φροντίσουμε να σταματήσει η καταστροφή της χώρας και της ζωής μας. Πως? Ας πράξουμε τα δέοντα. https://t.co/TU9T5uMyH2",7,4,,,
Mon Aug 12 20:55:59 +0000 2024,1823101144299663739,moufanews 🇬🇷,"@nikosagSKG Από εξαπανέκαθεν ο Φοίνικας αυτό έκανε. Έβγαζε φωτιά. Γνωστό και το ""ΕΚ ΤΗΣ ΤΕΦΡΑΣ ΜΟΥ ΑΝΑΓΕΝΝΩΜΑΙ"".",0,0,,,
Mon Aug 12 20:55:55 +0000 2024,1823101129418530985,karagioz,Βελτίωση της εικόνας της #πυρκαγιας λέει Ποιά είναι η βελτίωση? Επεσε ο αέρας. Ετσι δλδ κ δεν το αποφασίσει μόνη της η φωτιά να σβήσει θα την αφήσουμε να φτάσει Μάλτα.,2,1,,,
Mon Aug 12 20:55:51 +0000 2024,1823101110673948863,Μαντάμ Πατσουλί,@AforAgapi Εγω θα έλεγα ο κόσμος καίγεται και το @### χτενιζεται του παει γάντι,7,0,,,
Mon Aug 12 20:55:49 +0000 2024,1823101103489360305,Real,Σε εξέλιξη φωτιά στη Τζια  #Τζια #φωτιά   https://t.co/M6qaBNNtn7,0,1,,,
Mon Aug 12 20:55:41 +0000 2024,1823101071646183647,𝓝𝓪𝓼𝓸𝓼 x,"Νότια προάστια, Γλυφάδα.  Δύο άτομα πίσω από το γήπεδο εβαζαν φωτιά. Δεν υπάρχει κάτι άλλο να ευχηθούμε.  Α και που είστε φιλαράκια μου. Συνεχίστε να πιστεύετε ότι κάποιος φουκαράς έψηνε μπριζόλες γι αυτό καίγεται η Αθήνα.  #φωτιά https://t.co/6x9DXKBIpK",29,2,,,
Mon Aug 12 20:55:38 +0000 2024,1823101058589065423,libre,Φωτιά Γλυφάδα: Συνελήφθησαν δύο νεαροί που θεωρούνται υπέυθυνοι -  https://t.co/wsa6KxMTz4 https://t.co/fCLl1B9k6E,0,0,,,
Mon Aug 12 20:55:30 +0000 2024,1823101025718309267,Homer Pavlos,"Αν ο νόμος περί εμπρησμού έγραφε κόψιμο χεριών από το ύψος του ωμού, αυτοί οι δυο θα έβαζαν την φωτιά ; Σας ρωτάω εσάς του πολιτισμένους νομοθέτες. Πείτε μου πόσο πρακτικοί είστε. Στην Ελλάδα να αλλάξουν τώρα οι νόμοι για τους εμπρηστές που πιάνονται «επί το έργο» . Κόψιμο. https://t.co/WzeCflQucz",221,26,,,
Mon Aug 12 20:55:26 +0000 2024,1823101009813467461,vegas catalina,@AdonisGeorgiadi Σβήστε κ καμία φωτιά παράλληλα,0,0,,,
Mon Aug 12 20:55:26 +0000 2024,1823101007905067461,marian,"@3ellas Μη γράφετε βλακείες. 1. Το κτίριο φυλάσσεται συνεχώς δεν κυκλοφορεί όποιος θέλει, οποτε θέλει. 2. Η φωτιά έφτασε στο Αστεροσκοπείο, δεν μπήκε εκεί.",17,2,,,
Mon Aug 12 20:55:18 +0000 2024,1823100973621108953,Panathinaikos Legacy ☘️,Είδες μάγκα?? Έξω από το χορό όλα εύκολα είναι! !! Τωρα που καίγεται και η δική σου κωλαρα έκοψες διακοπές και είσαι στο συντονιστικό της πυροσβεστικής. Και κάθε μέρα θα λέτε πόσο προσπαθείτε και ο κακός ο άνεμος. Για τους άλλους μια χαρα ήξερες να λες... Εσύ τι κάνεις? #φωτια,5,0,,,
Mon Aug 12 20:55:16 +0000 2024,1823100966440182001,peleioan@hotmail.gr,@loudobikos Τον Καραμανλή αδελφέ να φωνάξετε για να σβήσει τη φωτιά που καίει 25 μέρες,2,0,,,
Mon Aug 12 20:55:12 +0000 2024,1823100949604508118,Thodoris Xalaris,"@VasilisXtM Αγαπητέ γελωτοποιε του Τουίτερ, την ώρα που η πρωτεύουσα καίγεται το να κάνεις δηλώσεις για τα μάτια του κόσμου σε μικραίνει. Πρώτα η δράση και μετά η αντίδραση",2,0,,,
Mon Aug 12 20:55:09 +0000 2024,1823100937587548258,Only True,@Apostol79991935 @Koutvis1 Υπουργός Αντιμετώπισης Εκτάκτων Καταστάσεων Αλεξάντρ Κουρένκοφ: ....«έχουμε καταγράψει σχεδόν 6.000 εστίες πυρκαγιών από φυσικά αίτια σε επιφάνεια 35 και πλέον εκατομμυρίων στρεμμάτων». Τί κάνουν τα ρώσικα θηρία; Ο Πούτιν φταίει που καίγεται η Ρωσία.,0,0,,,
Mon Aug 12 20:54:56 +0000 2024,1823100883371950592,ConstantinosMorfakis,Meteo: Σχεδόν 100 χιλιάδες στρέμματα επηρέασε ως τώρα η φωτιά – ΧΑΡΤΕΣ https://t.co/NEJAJKgRtk Κάθε χρόνο σπάνε ρεκόρ οι άριστοι!!!,0,0,,,
Mon Aug 12 20:54:40 +0000 2024,1823100816477090169,Aris Tolios,"ΟΚ μάγκες (όλης) της αντιπολίτευσης, καταλάβαμε: δεν είναι ώρα για ευθύνες.  Από Σεπτέμβρη, να επιστρέψετε κι απ'τα μπάνια, όλα καλά, σιγά τώρα να πούμε.  Λες κ επί Μητσοτάκη έχουμε πήξει στην αντιπολίτευση. Ή λες κ δεν έχουμε μπουκώσει από κυβερνητικό λαϊκισμό. #φωτιες #πυρκαγιά",0,0,,,
Mon Aug 12 20:54:33 +0000 2024,1823100787490472271,Dnews,Σε δομή για πληγέντες από τη φωτιά ο Κασσελάκης #ΦΩΤΙΑ_ΤΩΡΑ #ΦΩΤΙΑ_ΑΤΤΙΚΗ https://t.co/heFRnA3Heb,0,0,,,
Mon Aug 12 20:54:11 +0000 2024,1823100694024372567,Bizznews.gr,"Δύο προσαγωγές για τη φωτιά στη Γλυφάδα – «Εθεάθησαν “επί το έργον”, κυνηγήθηκαν από κατοίκους» -  https://t.co/YaeexOXgTk",0,0,,,
Mon Aug 12 20:54:09 +0000 2024,1823100684893294863,enikos.gr,"Δύο προσαγωγές για τη φωτιά στη Γλυφάδα – «Εθεάθησαν “επί το έργον”, κυνηγήθηκαν από κατοίκους» https://t.co/xLdOZW2k4y",10,4,,,
Mon Aug 12 20:54:01 +0000 2024,1823100649241763940,Andie,"Διάχυτη η τοξικότητα στο #Φωτια_τωρα 🙄. Μήπως να πάρουμε είδηση επιτέλους ότι η τεράστια οικολογική καταστροφή, οι χαμένες περιουσίες, οι άνθρωποι στα νοσοκομεία και όλα τα επακόλουθα της φωτιάς, ΔΕΝ ΕΧΟΥΝ ΚΟΜΜΑ ? Ας πάμε να βοηθήσουμε και μετά ρίχνουμε όσες κυβερνήσεις θέτε 😡",1,0,,,
Mon Aug 12 20:53:59 +0000 2024,1823100641947918418,enikos.gr,Συναγερμός στην Θεσσαλονίκη: Φωτιά στο πρώην στρατόπεδο Καρατάσιου – ΦΩΤΟ και ΒΙΝΤΕΟ https://t.co/dGZt5LY1R1,13,7,,,
Mon Aug 12 20:53:59 +0000 2024,1823100641570595094,Underwater ☘️,"@mariaSS9999 @3ellas Έχεις διαφωνήσει ήδη αρκετά και μάλιστα χωρίς να δώσεις μια απάντηση για το τι κάνει ένας άνθρωπος σε μια ερημική τοποθεσία που πήρε σήμερα φωτιά, φορώντας κουκούλα Αύγουστο μήνα!",0,0,,,
Mon Aug 12 20:53:57 +0000 2024,1823100632611377278,Penny Rage,ΨΑΧΝΕΙΣ ΑΚΟΜΑ ΤΟΥΣ #εμπρηστες ;;;;  #πυρκαγια #εμπρησμοί  #φωτιες #φωτια #Φωτια_τωρα #φωτιατωρα,3,2,,,
Mon Aug 12 20:53:53 +0000 2024,1823100618254213165,BankingNews.gr,Φωτιά στην #Τερψιθεα  #Γλυφάδας: #Συνελήφθησαν οι νεαροί που έβαλαν την #πυρκαγιά https://t.co/SyqLYx4zTH via @bankingnewsgr,1,0,,,
Mon Aug 12 20:53:51 +0000 2024,1823100609559404836,Κύκλοι Tony Soprano,"Ήρθαν οι ξένοι εμπρηστές, έβαλαν φωτιά στην Αττική και άφησαν τα ΠΛΑΣΤΑ διαβατήρια πίσω τους, κάμερα σε μένα!",29,12,,,
Mon Aug 12 20:53:50 +0000 2024,1823100603880341854,Azalea Veylor,"https://t.co/JnNE5rBoc7 ""Γλυφάδα: Συνελήφθησαν οι νεαροί που έβαλαν τη φωτιά στην Τερψιθέα""  ΜΑΚΑΡΙ ΌΛΑ ΤΑ ΜΑΚΑΡΙ",0,0,,,
Mon Aug 12 20:53:45 +0000 2024,1823100583386980410,mandri18s,#Μενοίκιο #φωτιά #Σέρρες Τι να πούμε για αυτόν τον πιλότο; Χειρουργός ❗ Εκεί πρέπει όμως να πάει το πεζοπόρο να την αποτελειώσει την φωτιά... Από κάτω σβήνει. Οι πυροσβέστες όμως βλέπουν σινεμά...  Ξυπνάτε ρε❗❗ https://t.co/0pFZxpaPOO,5,1,,,
Mon Aug 12 20:53:35 +0000 2024,1823100541259374842,Elias Zulu,04. Sedatephobia - Μουρμουρητά https://t.co/EGBlSpAu4W via @YouTube φωτια στον κρατικα επιτελεια,0,0,,,
Mon Aug 12 20:53:33 +0000 2024,1823100534833705417,Trebotroll✨,"Τι σημαίνει το ""χωρίς ενεργό μέτωπο"" που γράφει αυτή τη στιγμή στο mega.  #μμε_ξεφτίλες #φωτια #Πυρκαγια #Πεντελη #Νεα_Μακρη #Γραμματικό #νέα_πεντέλη #φωτιάτώρα #Μαραθωνας #Μελίσσια #χαλάνδρι #γερακας",4,1,,,
Mon Aug 12 20:53:30 +0000 2024,1823100520162030009,vradini.gr,"Η φωτιά να κατεβαίνει μέχρι τη γειτονιά μας… Το δάσος, τα ζώα αλλά και τα σπίτια να καίγονται. Στο ίδιο έργο θεατές, αναφέρει η αθλήτρια της καλλιτενικής κολύμβησης https://t.co/ld5EbkKYD4",0,0,,,
Mon Aug 12 20:53:26 +0000 2024,1823100504844701784,theodora19,@aigiotissa Καλό ξημέρωμα για όλους Ντορίτα μου ❤️ και ελπίζω να σβήσει γρήγορα ή φωτιά κάθε καλοκαίρι τά ίδια....,2,1,,,
Mon Aug 12 20:53:20 +0000 2024,1823100479758586071,Ark Rules 🇱🇧,"@spiros_kyr Κοίτα τα νούμερα με τα καμμένα, κοίτα μετά το καθρέπτη και κατάλαβε ποιος θέλει να δείχνει πεισματικά ηλίθιος.  Να βοηθήσουν όλοι να σταματήσει με το καλό η πυρκαγιά και να μην καούν άλλα κι ύστερα τους ξαναυπερασπίζεις τους τιποτένιους. https://t.co/lH1e5d9gAi",0,0,,,
